ID,Age,Salary,Employment Type,Join Date,Complex Info,CI_Part1,CI_Part2,CI_Part3,Comments,Address,Street,City,Country
3195,68.0,48759.53,Freelance,2023-09-30 22:34:08.753813,2-DE-162,2,DE,162,,"8012 Main St, Florida, Australia",8012 Main St,Florida,
3196,36.0,67042.87,Freelance,2023-12-18 22:34:08.753816,2-BE-157,2,BE,157,Average,"8171 Main St, Texas, Canada",8171 Main St,Texas,Canada
3197,59.0,55385.83,Freelance,2023-04-18 22:34:08.753820,2-CB-258,2,CB,258,Good,"2637 Main St, Illinois, United Kingdom",2637 Main St,Illinois,UK
3198,52.0,70013.44,Part-time,2023-02-23 22:34:08.753824,4-EB-924,4,EB,924,Average,"8058 Main St, Texas, United Kingdom",8058 Main St,Texas,UK
3199,63.0,49936.97,Contract,2023-12-20 22:34:08.753828,4-CC-396,4,CC,396,Average,"885 Main St, New York, Australia",885 Main St,New York,
3200,43.0,67072.25,Part-time,2023-05-18 22:34:08.753832,4-AC-499,4,AC,499,Poor,"5942 Main St, California, Canada",5942 Main St,California,Canada
3201,68.0,42066.25,Freelance,2023-06-24 22:34:08.753835,2-CE-101,2,CE,101,Average,"6045 Main St, New York, USA",6045 Main St,New York,USA
3202,22.0,61663.94,Freelance,2023-05-02 22:34:08.753839,1-DB-428,1,DB,428,,"7703 Main St, Florida, Australia",7703 Main St,Florida,
3203,46.0,28118.62,Full-time,2023-04-28 22:34:08.753843,5-AE-626,5,AE,626,Good,"2438 Main St, California, Australia",2438 Main St,California,
3204,54.0,53527.03,Full-time,2023-11-18 22:34:08.753847,3-DD-653,3,DD,653,Average,"4614 Main St, California, Canada",4614 Main St,California,Canada
3205,37.0,20229.68,Freelance,2023-06-11 22:34:08.753851,1-DA-209,1,DA,209,Poor,"7772 Main St, New York, USA",7772 Main St,New York,USA
3206,66.0,45992.94,Part-time,2023-08-20 22:34:08.753855,4-AD-785,4,AD,785,,"6400 Main St, California, USA",6400 Main St,California,USA
3207,38.0,56605.31,Part-time,2023-12-31 00:00:00.000000,3-CE-743,3,CE,743,,"1313 Main St, California, Australia",1313 Main St,California,
3208,27.0,42185.47,Freelance,2024-02-11 22:34:08.753863,5-CD-676,5,CD,676,Poor,"5130 Main St, Texas, Canada",5130 Main St,Texas,Canada
3209,43.0,34243.44,Contract,2023-12-31 00:00:00.000000,4-BC-599,4,BC,599,,"9012 Main St, California, United Kingdom",9012 Main St,California,UK
3210,53.0,62691.78,Part-time,2023-02-17 22:34:08.753870,2-CC-943,2,CC,943,Poor,"6117 Main St, Florida, United Kingdom",6117 Main St,Florida,UK
3211,23.0,48448.06,Freelance,2024-02-05 22:34:08.753875,2-AB-957,2,AB,957,,"8871 Main St, Texas, United Kingdom",8871 Main St,Texas,UK
3212,43.0,42656.44,Full-time,2023-07-06 22:34:08.753878,3-DB-782,3,DB,782,,"5508 Main St, United Kingdom",5508 Main St,United Kingdom,
3213,21.0,50628.44,Freelance,2023-02-22 22:34:08.753882,2-AA-894,2,AA,894,,"3920 Main St, New York, United Kingdom",3920 Main St,New York,UK
3214,56.0,89550.04,Part-time,2023-11-11 22:34:08.753885,2-DD-711,2,DD,711,,"4353 Main St, California, USA",4353 Main St,California,USA
3215,56.0,67302.54,Freelance,2023-11-22 22:34:08.753889,2-BD-797,2,BD,797,Poor,"5812 Main St, Texas, United Kingdom",5812 Main St,Texas,UK
3216,67.0,67438.61,Contract,2023-12-22 22:34:08.753893,4-ED-210,4,ED,210,Average,"5010 Main St, New York, Australia",5010 Main St,New York,
3217,52.0,56533.19,Contract,2023-06-02 22:34:08.753896,2-AB-633,2,AB,633,,"7375 Main St, California, Australia",7375 Main St,California,
3218,18.0,52497.28,Part-time,2023-02-13 22:34:08.753900,2-DE-759,2,DE,759,Poor,"6126 Main St, Texas, Canada",6126 Main St,Texas,Canada
3219,41.0,14058.77,Freelance,2023-10-06 22:34:08.753904,4-BE-737,4,BE,737,Poor,"9212 Main St, Illinois, USA",9212 Main St,Illinois,USA
3220,53.0,39815.29,Contract,2023-10-18 22:34:08.753908,2-DC-743,2,DC,743,Poor,"8758 Main St, Florida, United Kingdom",8758 Main St,Florida,UK
3221,23.0,42791.38,Contract,2023-12-28 22:34:08.753912,1-CA-514,1,CA,514,Average,"2065 Main St, New York, USA",2065 Main St,New York,USA
3222,58.0,21876.62,Full-time,2023-03-31 22:34:08.753916,5-BD-747,5,BD,747,Good,"2613 Main St, Florida, USA",2613 Main St,Florida,USA
3223,63.0,32638.76,Part-time,2023-03-27 22:34:08.753919,4-EB-955,4,EB,955,Poor,"7620 Main St, California, USA",7620 Main St,California,USA
3224,61.0,20287.45,Full-time,2023-11-11 22:34:08.753923,1-EA-315,1,EA,315,Poor,"2632 Main St, Illinois, Australia",2632 Main St,Illinois,
3225,48.0,49936.97,Full-time,2023-05-23 22:34:08.753927,1-CE-873,1,CE,873,Poor,"7768 Main St, Texas, Canada",7768 Main St,Texas,Canada
3226,37.0,62281.49,Contract,2023-12-31 00:00:00.000000,5-BD-379,5,BD,379,Average,"8071 Main St, California, USA",8071 Main St,California,USA
3227,41.0,66601.62,Freelance,2023-06-24 22:34:08.753934,2-DA-993,2,DA,993,,"2242 Main St, Texas, USA",2242 Main St,Texas,USA
3228,42.0,56221.77,Full-time,2023-02-20 22:34:08.753937,2-BD-896,2,BD,896,Average,"8635 Main St, California, United Kingdom",8635 Main St,California,UK
3229,53.0,35549.05,Part-time,2023-12-31 00:00:00.000000,4-DB-332,4,DB,332,Poor,"5177 Main St, Florida, Canada",5177 Main St,Florida,Canada
3230,38.0,21019.02,Part-time,2023-12-31 00:00:00.000000,3-CA-165,3,CA,165,Good,"3169 Main St, Illinois, Canada",3169 Main St,Illinois,Canada
3231,47.0,23646.97,Freelance,2023-06-09 22:34:08.753947,2-BA-810,2,BA,810,Poor,"2204 Main St, Florida, USA",2204 Main St,Florida,USA
3232,41.0,30965.26,Part-time,2023-07-26 22:34:08.753950,1-DA-261,1,DA,261,,"8832 Main St, California, Australia",8832 Main St,California,
3233,61.0,36667.1,Full-time,2023-08-04 22:34:08.753953,3-DD-136,3,DD,136,Good,"478 Main St, Illinois, USA",478 Main St,Illinois,USA
3234,59.0,47603.77,Freelance,2023-10-07 22:34:08.753956,5-CB-155,5,CB,155,Good,"8194 Main St, New York, USA",8194 Main St,New York,USA
3235,43.0,34787.54,Part-time,2023-04-22 22:34:08.753960,2-BC-987,2,BC,987,Average,"8352 Main St, Illinois, Australia",8352 Main St,Illinois,
3236,39.0,55084.64,Part-time,2023-05-03 22:34:08.753963,2-AC-758,2,AC,758,Average,"6941 Main St, Texas, Canada",6941 Main St,Texas,Canada
3237,45.0,46515.9,Full-time,2023-03-16 22:34:08.753966,4-AD-441,4,AD,441,,"2544 Main St, Texas, USA",2544 Main St,Texas,USA
3238,24.0,50158.19,Full-time,2023-06-06 22:34:08.753970,5-EE-851,5,EE,851,Average,"5622 Main St, Illinois, USA",5622 Main St,Illinois,USA
3239,52.0,67103.76,Full-time,2024-02-05 22:34:08.753973,3-AE-638,3,AE,638,,"4998 Main St, California, USA",4998 Main St,California,USA
3240,45.0,32296.52,Full-time,2024-01-16 22:34:08.753979,4-AA-600,4,AA,600,Good,"5858 Main St, Florida, USA",5858 Main St,Florida,USA
3241,31.0,56280.57,Freelance,2023-12-31 00:00:00.000000,5-DE-142,5,DE,142,Good,"4257 Main St, New York, USA",4257 Main St,New York,USA
3242,27.0,49790.4,Freelance,2023-08-23 22:34:08.753986,1-DC-774,1,DC,774,Good,"7609 Main St, New York, USA",7609 Main St,New York,USA
3243,33.0,49936.97,Freelance,2023-09-17 22:34:08.753990,1-AC-747,1,AC,747,,"2288 Main St, Texas, United Kingdom",2288 Main St,Texas,UK
3244,33.0,63278.84,Contract,2023-10-04 22:34:08.753993,2-AD-593,2,AD,593,Average,"707 Main St, California, Canada",707 Main St,California,Canada
3245,43.0,63185.21,Full-time,2023-02-18 22:34:08.753996,2-DE-897,2,DE,897,Average,"5117 Main St, Florida, USA",5117 Main St,Florida,USA
3246,59.0,35802.64,Full-time,2023-04-04 22:34:08.754000,2-BE-496,2,BE,496,Average,"7992 Main St, Florida, USA",7992 Main St,Florida,USA
3247,42.0,47267.59,Freelance,2023-09-26 22:34:08.754004,3-DC-653,3,DC,653,Poor,"9579 Main St, Illinois, USA",9579 Main St,Illinois,USA
3248,30.0,54218.18,Part-time,2023-05-14 22:34:08.754008,5-CD-950,5,CD,950,Good,"2190 Main St, Florida, United Kingdom",2190 Main St,Florida,UK
3249,23.0,45904.9,Part-time,2023-12-02 22:34:08.754011,4-DE-982,4,DE,982,Good,"2360 Main St, Florida, USA",2360 Main St,Florida,USA
3250,61.0,58775.32,Full-time,2023-12-31 00:00:00.000000,4-BA-430,4,BA,430,Poor,"4186 Main St, Illinois, Canada",4186 Main St,Illinois,Canada
3251,26.0,54217.88,Full-time,2023-03-30 22:34:08.754019,2-AC-874,2,AC,874,Good,"5048 Main St, Illinois, USA",5048 Main St,Illinois,USA
3252,62.0,77488.42,Freelance,2023-08-14 22:34:08.754023,1-ED-848,1,ED,848,Good,"6577 Main St, Florida, Canada",6577 Main St,Florida,Canada
3253,53.0,27045.81,Full-time,2023-04-07 22:34:08.754026,4-DA-493,4,DA,493,Poor,"5443 Main St, Illinois, USA",5443 Main St,Illinois,USA
3254,60.0,48163.46,Part-time,2023-11-22 22:34:08.754030,1-AA-399,1,AA,399,Good,"4434 Main St, Illinois, USA",4434 Main St,Illinois,USA
3255,37.0,36372.46,Part-time,2023-07-23 22:34:08.754034,1-AE-654,1,AE,654,Average,"7724 Main St, Florida, USA",7724 Main St,Florida,USA
3256,35.0,59061.61,Full-time,2023-07-11 22:34:08.754037,2-EB-847,2,EB,847,Poor,"2576 Main St, New York, USA",2576 Main St,New York,USA
3257,60.0,25742.42,Freelance,2023-06-18 22:34:08.754041,5-BB-781,5,BB,781,Good,"2760 Main St, Illinois, USA",2760 Main St,Illinois,USA
3258,38.0,55194.69,Freelance,2023-12-31 00:00:00.000000,1-AD-161,1,AD,161,Average,"3141 Main St, Illinois, Canada",3141 Main St,Illinois,Canada
3259,21.0,40549.27,Part-time,2023-12-31 00:00:00.000000,5-CC-954,5,CC,954,,"2184 Main St, New York, Canada",2184 Main St,New York,Canada
3260,67.0,38987.57,Freelance,2023-07-03 22:34:08.754051,3-CB-685,3,CB,685,Good,"2620 Main St, Texas, USA",2620 Main St,Texas,USA
3261,50.0,28302.53,Part-time,2023-09-09 22:34:08.754055,2-AD-906,2,AD,906,Poor,"7300 Main St, New York, United Kingdom",7300 Main St,New York,UK
3262,44.0,43023.86,Full-time,2023-12-31 00:00:00.000000,1-DD-193,1,DD,193,Average,"5461 Main St, Florida, United Kingdom",5461 Main St,Florida,UK
3263,24.0,66267.51,Part-time,2023-12-31 00:00:00.000000,5-AC-248,5,AC,248,,"9990 Main St, New York, USA",9990 Main St,New York,USA
3264,23.0,49622.17,Full-time,2023-08-01 22:34:08.754065,2-CD-227,2,CD,227,,"2349 Main St, Florida, Australia",2349 Main St,Florida,
3265,32.0,59415.21,Freelance,2023-10-11 22:34:08.754069,3-AE-896,3,AE,896,Good,"6367 Main St, New York, Australia",6367 Main St,New York,
3266,35.0,74969.63,Contract,2023-04-04 22:34:08.754073,1-DD-657,1,DD,657,,"8359 Main St, Florida, Canada",8359 Main St,Florida,Canada
3267,49.0,53956.33,Contract,2023-02-26 22:34:08.754076,4-BA-724,4,BA,724,Poor,"5021 Main St, Texas, United Kingdom",5021 Main St,Texas,UK
3268,28.0,41618.01,Contract,2023-02-23 22:34:08.754080,1-CD-314,1,CD,314,,"949 Main St, California, USA",949 Main St,California,USA
3269,37.0,57008.78,Part-time,2023-06-12 22:34:08.754083,5-CA-513,5,CA,513,Good,"4573 Main St, Texas, Australia",4573 Main St,Texas,
3270,41.0,49936.97,Contract,2023-12-31 00:00:00.000000,2-BD-228,2,BD,228,,"7854 Main St, California, USA",7854 Main St,California,USA
3271,32.0,42433.66,Part-time,2023-12-24 22:34:08.754090,2-CB-751,2,CB,751,Good,"470 Main St, Illinois, USA",470 Main St,Illinois,USA
3272,65.0,27201.61,Freelance,2023-02-19 22:34:08.754094,2-BB-777,2,BB,777,,"4889 Main St, California, Australia",4889 Main St,California,
3273,24.0,63893.86,Full-time,2023-03-31 22:34:08.754097,1-CD-227,1,CD,227,Average,"1066 Main St, California, USA",1066 Main St,California,USA
3274,38.0,44209.96,Contract,2024-01-23 22:34:08.754101,3-BD-201,3,BD,201,Good,"9394 Main St, Texas, Canada",9394 Main St,Texas,Canada
3275,59.0,52731.47,Part-time,2023-07-16 22:34:08.754105,5-DD-254,5,DD,254,Poor,"3669 Main St, New York, Canada",3669 Main St,New York,Canada
3276,43.0,34460.57,Freelance,2023-09-15 22:34:08.754108,1-BB-487,1,BB,487,Poor,"3912 Main St, Texas, United Kingdom",3912 Main St,Texas,UK
3277,61.0,56539.21,Freelance,2023-02-21 22:34:08.754112,4-CE-471,4,CE,471,,"2517 Main St, California, Australia",2517 Main St,California,
3278,31.0,38570.88,Contract,2023-12-31 00:00:00.000000,5-CA-680,5,CA,680,Average,"3120 Main St, Florida, Australia",3120 Main St,Florida,
3279,43.0,47874.37,Freelance,2024-02-08 22:34:08.754119,4-AC-664,4,AC,664,,"2152 Main St, New York, Canada",2152 Main St,New York,Canada
3280,38.0,63167.39,Freelance,2023-09-18 22:34:08.754122,1-AD-826,1,AD,826,,"2571 Main St, California, USA",2571 Main St,California,USA
3281,35.0,61861.39,Freelance,2023-12-15 22:34:08.754126,3-EC-397,3,EC,397,Average,"9039 Main St, Florida, Canada",9039 Main St,Florida,Canada
3282,43.0,49669.55,Part-time,2023-09-09 22:34:08.754129,2-DD-787,2,DD,787,Good,"1069 Main St, Texas, USA",1069 Main St,Texas,USA
3283,20.0,23478.03,Freelance,2023-02-27 22:34:08.754133,1-ED-449,1,ED,449,Poor,"397 Main St, New York, Australia",397 Main St,New York,
3284,40.0,94892.16,Freelance,2023-12-31 00:00:00.000000,1-DD-435,1,DD,435,Average,"3358 Main St, Florida, Canada",3358 Main St,Florida,Canada
3285,43.0,76187.88,Freelance,2023-04-06 22:34:08.754140,1-EC-891,1,EC,891,,"3229 Main St, Illinois, Canada",3229 Main St,Illinois,Canada
3286,54.0,60840.12,Freelance,2023-12-31 00:00:00.000000,4-AC-796,4,AC,796,Good,"1615 Main St, Florida, Australia",1615 Main St,Florida,
3287,41.0,38701.94,Freelance,2024-01-20 22:34:08.754147,4-BB-597,4,BB,597,,"4141 Main St, California, USA",4141 Main St,California,USA
3288,66.0,48296.12,Part-time,2023-12-31 00:00:00.000000,5-CA-379,5,CA,379,Good,"6984 Main St, New York, USA",6984 Main St,New York,USA
3289,36.0,41848.69,Freelance,2023-07-01 22:34:08.754154,3-AA-770,3,AA,770,Poor,"8344 Main St, New York, USA",8344 Main St,New York,USA
3290,68.0,49936.97,Freelance,2023-05-28 22:34:08.754158,5-EE-507,5,EE,507,Poor,"8170 Main St, California, USA",8170 Main St,California,USA
3291,42.0,53937.54,Full-time,2023-12-02 22:34:08.754161,3-CA-743,3,CA,743,Good,"7021 Main St, Florida, USA",7021 Main St,Florida,USA
3292,38.0,38237.54,Freelance,2023-11-10 22:34:08.754165,3-BC-860,3,BC,860,Poor,"5055 Main St, California, USA",5055 Main St,California,USA
3293,29.0,42938.67,Freelance,2023-03-10 22:34:08.754169,2-EB-377,2,EB,377,,"1859 Main St, Texas, USA",1859 Main St,Texas,USA
3294,58.0,66817.82,Part-time,2023-05-12 22:34:08.754173,4-DA-973,4,DA,973,Good,"2113 Main St, New York, USA",2113 Main St,New York,USA
3295,50.0,74001.47,Freelance,2023-05-10 22:34:08.754177,4-CB-448,4,CB,448,,"3505 Main St, Texas, Canada",3505 Main St,Texas,Canada
3296,67.0,72924.97,Part-time,2024-01-07 22:34:08.754180,2-CE-274,2,CE,274,Good,"479 Main St, Illinois, USA",479 Main St,Illinois,USA
3297,21.0,61355.48,Contract,2023-06-06 22:34:08.754185,1-AA-711,1,AA,711,,"9830 Main St, Florida, Australia",9830 Main St,Florida,
3298,59.0,46210.63,Freelance,2023-04-10 22:34:08.754188,2-CE-252,2,CE,252,Poor,"2748 Main St, Illinois, USA",2748 Main St,Illinois,USA
3299,24.0,1377.29,Full-time,2023-05-22 22:34:08.754192,5-DE-999,5,DE,999,Average,"8531 Main St, Texas, United Kingdom",8531 Main St,Texas,UK
3300,39.0,54457.4,Part-time,2023-05-04 22:34:08.754196,3-DD-849,3,DD,849,,"9110 Main St, Texas, Australia",9110 Main St,Texas,
3301,50.0,49972.57,Contract,2023-11-27 22:34:08.754200,4-EB-929,4,EB,929,Good,"6277 Main St, California, Canada",6277 Main St,California,Canada
3302,34.0,52099.73,Full-time,2023-10-02 22:34:08.754203,5-CD-840,5,CD,840,Poor,"4795 Main St, California",4795 Main St,California,
3303,41.0,50808.46,Part-time,2023-05-09 22:34:08.754206,1-AC-598,1,AC,598,Good,"3687 Main St, California, Canada",3687 Main St,California,Canada
3304,51.0,30106.07,Contract,2023-09-25 22:34:08.754209,2-CB-641,2,CB,641,,"4516 Main St, California, United Kingdom",4516 Main St,California,UK
3305,45.0,58361.13,Full-time,2023-12-31 22:34:08.754212,1-ED-886,1,ED,886,Good,"5414 Main St, New York, United Kingdom",5414 Main St,New York,UK
3306,60.0,59483.24,Freelance,2023-03-20 22:34:08.754216,5-DB-615,5,DB,615,Good,"9271 Main St, Texas, United Kingdom",9271 Main St,Texas,UK
3307,58.0,60235.08,Full-time,2023-02-22 22:34:08.754219,4-DE-581,4,DE,581,,"439 Main St, Florida, USA",439 Main St,Florida,USA
3308,56.0,64198.66,Full-time,2023-04-29 22:34:08.754223,4-EA-687,4,EA,687,Poor,"8387 Main St, Texas",8387 Main St,Texas,
3309,39.0,59060.77,Full-time,2023-07-04 22:34:08.754226,5-CD-872,5,CD,872,Poor,"2253 Main St, New York, United Kingdom",2253 Main St,New York,UK
3310,43.0,43849.56,Part-time,2023-10-23 22:34:08.754230,4-CD-325,4,CD,325,,"2830 Main St, Illinois, USA",2830 Main St,Illinois,USA
3311,34.0,48937.45,Freelance,2023-05-03 22:34:08.754233,4-CE-249,4,CE,249,Poor,"4046 Main St, Texas, USA",4046 Main St,Texas,USA
3312,51.0,51366.87,Freelance,2023-05-19 22:34:08.754237,3-DA-790,3,DA,790,Average,"4392 Main St, Florida, USA",4392 Main St,Florida,USA
3313,23.0,51615.49,Part-time,2023-12-06 22:34:08.754241,3-CC-202,3,CC,202,Good,"5169 Main St, Florida, Australia",5169 Main St,Florida,
3314,63.0,64973.26,Full-time,2023-04-14 22:34:08.754244,5-CE-576,5,CE,576,,"1633 Main St, Illinois, USA",1633 Main St,Illinois,USA
3315,23.0,59655.03,Freelance,2023-03-26 22:34:08.754248,4-DE-191,4,DE,191,Average,"7299 Main St, Illinois, Canada",7299 Main St,Illinois,Canada
3316,51.0,49936.97,Full-time,2023-11-17 22:34:08.754251,4-AD-961,4,AD,961,Good,"3844 Main St, Illinois, USA",3844 Main St,Illinois,USA
3317,18.0,83097.03,Freelance,2023-05-31 22:34:08.754255,1-AC-922,1,AC,922,,"9313 Main St, Illinois, USA",9313 Main St,Illinois,USA
3318,27.0,51194.74,Part-time,2023-04-29 22:34:08.754265,5-DD-135,5,DD,135,Poor,"8700 Main St, New York, Canada",8700 Main St,New York,Canada
3319,38.0,49936.97,Contract,2023-07-08 22:34:08.754269,2-BB-120,2,BB,120,,"8979 Main St, California, USA",8979 Main St,California,USA
3320,22.0,49936.97,Full-time,2023-07-31 22:34:08.754273,1-EB-595,1,EB,595,,"4327 Main St, Florida, Australia",4327 Main St,Florida,
3321,43.0,41894.35,Freelance,2023-09-21 22:34:08.754276,2-BC-370,2,BC,370,Good,"6954 Main St, California, USA",6954 Main St,California,USA
3322,39.0,37977.74,Freelance,2023-10-23 22:34:08.754279,2-AC-363,2,AC,363,Good,"1108 Main St, Illinois, United Kingdom",1108 Main St,Illinois,UK
3323,65.0,44023.32,Freelance,2023-06-03 22:34:08.754282,5-DA-272,5,DA,272,Good,"5900 Main St, Illinois, United Kingdom",5900 Main St,Illinois,UK
3324,19.0,43300.35,Part-time,2023-11-22 22:34:08.754286,4-EA-909,4,EA,909,Average,"3571 Main St, Texas, USA",3571 Main St,Texas,USA
3325,27.0,59184.05,Part-time,2023-05-28 22:34:08.754293,3-CD-939,3,CD,939,Poor,"3763 Main St, Texas, United Kingdom",3763 Main St,Texas,UK
3326,51.0,26608.46,Contract,2023-02-17 22:34:08.754296,3-BD-117,3,BD,117,,"220 Main St, Florida, Australia",220 Main St,Florida,
3327,33.0,33834.19,Part-time,2023-07-01 22:34:08.754299,3-AA-518,3,AA,518,,"6083 Main St, New York, Australia",6083 Main St,New York,
3328,65.0,55147.38,Full-time,2023-08-30 22:34:08.754302,4-AD-117,4,AD,117,Poor,"7126 Main St, California, USA",7126 Main St,California,USA
3329,68.0,59344.16,Part-time,2024-02-06 22:34:08.754306,2-AD-448,2,AD,448,,"808 Main St, New York, Canada",808 Main St,New York,Canada
3330,56.0,59623.12,Freelance,2023-08-26 22:34:08.754309,4-EC-726,4,EC,726,Good,"7459 Main St, New York, USA",7459 Main St,New York,USA
3331,39.0,38194.46,Full-time,2023-09-17 22:34:08.754313,4-DC-618,4,DC,618,,"191 Main St, Illinois, Canada",191 Main St,Illinois,Canada
3332,29.0,35326.02,Part-time,2023-12-23 22:34:08.754316,4-DD-223,4,DD,223,Poor,"7104 Main St, New York, USA",7104 Main St,New York,USA
3333,41.0,42400.48,Full-time,2023-10-14 22:34:08.754338,5-AD-192,5,AD,192,Average,"2632 Main St, Illinois, Australia",2632 Main St,Illinois,
3334,64.0,53598.09,Full-time,2023-10-09 22:34:08.754342,3-DB-452,3,DB,452,Average,"6382 Main St, Florida, Canada",6382 Main St,Florida,Canada
3335,57.0,72282.16,Part-time,2023-12-10 22:34:08.754346,5-CC-810,5,CC,810,Poor,"6958 Main St, Illinois, USA",6958 Main St,Illinois,USA
3336,55.0,19288.44,Full-time,2023-04-11 22:34:08.754350,1-DB-892,1,DB,892,,"8668 Main St, California, United Kingdom",8668 Main St,California,UK
3337,27.0,46689.07,Freelance,2023-06-28 22:34:08.754354,1-EE-496,1,EE,496,,"424 Main St, California, Canada",424 Main St,California,Canada
3338,52.0,30009.82,Freelance,2023-11-12 22:34:08.754357,3-BB-868,3,BB,868,Average,"1947 Main St, Illinois, Australia",1947 Main St,Illinois,
3339,68.0,25216.36,Part-time,2024-01-26 22:34:08.754361,1-EA-804,1,EA,804,,"3116 Main St, Texas, Australia",3116 Main St,Texas,
3340,66.0,64504.35,Part-time,2023-07-20 22:34:08.754365,4-EA-446,4,EA,446,Average,"8800 Main St, Illinois, Australia",8800 Main St,Illinois,
3341,43.0,58169.37,Freelance,2023-03-04 22:34:08.754368,1-DA-863,1,DA,863,Poor,"5554 Main St, Illinois, USA",5554 Main St,Illinois,USA
3342,24.0,56741.5,Part-time,2024-01-28 22:34:08.754372,2-CA-381,2,CA,381,Poor,"569 Main St, California, USA",569 Main St,California,USA
3343,38.0,63815.39,Freelance,2023-06-25 22:34:08.754376,1-AD-236,1,AD,236,,"1057 Main St, Texas, USA",1057 Main St,Texas,USA
3344,37.0,42804.22,Full-time,2023-09-24 22:34:08.754380,4-CE-595,4,CE,595,Good,"5865 Main St, Florida, USA",5865 Main St,Florida,USA
3345,43.0,43510.44,Part-time,2023-11-15 22:34:08.754383,3-BE-541,3,BE,541,Good,"9266 Main St, Florida, USA",9266 Main St,Florida,USA
3346,43.0,82785.96,Contract,2023-02-13 22:34:08.754387,5-AD-232,5,AD,232,Average,"7399 Main St, Florida, USA",7399 Main St,Florida,USA
